,class_subclass,sic
52446,348367000,43.0
52447,131248000,56.0
52448,181272000,46.0
52449,248305000,21.0
52450,322036000,36.0
52451,228174000,26.0
52452,264193000,16.0
52453,242599400,21.0
52454,439537000,43.0
52455,362359000,39.0
52456,280087051,56.0
52457,118101000,30.0
52459,441056000,56.0
52461,425188000,29.0
52462,708316000,27.0
52463,144252100,29.0
52464,296026080,46.0
52465,366285000,31.0
52466,366285000,38.0
52467,362159000,39.0
52468,521060000,16.0
52470,283056000,56.0
52471,210119000,30.0
52472,210119000,31.0
52473,264297400,16.0
52474,264297400,17.0
52475,514670000,9.0
52476,514670000,14.0
52477,224488000,16.0
52478,224488000,21.0
52479,407029150,21.0
52480,407029150,30.0
52481,407029150,32.0
52483,623001530,55.0
52484,473201000,56.0
52485,372098000,35.0
52486,372098000,55.0
52487,379430000,43.0
52488,335017000,35.0
52489,335017000,36.0
52490,335017000,43.0
52493,425557000,29.0
52494,215011600,16.0
52495,215011600,17.0
52496,340619000,43.0
52497,526240000,8.0
52499,101479000,29.0
52500,264271100,16.0
52501,264271100,17.0
52502,438515000,43.0
52503,367010000,43.0
52504,341064000,27.0
52505,341064000,43.0
52506,12319600W,23.0
52507,12319600W,30.0
52508,12319600W,46.0
52509,12319600W,54.0
52510,549428000,7.0
52511,297089000,55.0
52512,297089000,56.0
52514,382183000,27.0
52515,271100000,27.0
52516,271100000,29.0
52517,271100000,55.0
52518,166308300,15.0
52519,414502000,46.0
52520,379092020,43.0
52521,348211700,42.0
52522,348211700,43.0
52523,327051000,43.0
52525,470003000,26.0
52526,261121100,21.0
52527,261121100,30.0
52528,261121100,38.0
52530,324076150,35.0
52531,249079000,26.0
52532,249079000,29.0
52533,227135000,30.0
52534,428293400,16.0
52535,428293400,17.0
52537,528409000,8.0
52538,264029200,17.0
52539,239338000,24.0
52540,239338000,25.0
52541,239338000,30.0
52542,239338000,31.0
52543,345170000,27.0
52544,345170000,43.0
52545,374133000,55.0
52546,175122000,25.0
52547,205776500,55.0
52548,452037000,29.0
52549,198550200,25.0
52550,165076000,21.0
52552,257195000,43.0
52553,135090000,56.0
52554,427219000,16.0
52555,427219000,17.0
52556,427219000,21.0
52557,19209900R,30.0
52558,19209900R,46.0
52559,19209900R,54.0
52560,102343000,13.0
52561,715965000,27.0
52562,502263000,6.0
52563,376371000,21.0
52564,376371000,29.0
52565,257477000,43.0
52566,220495000,16.0
52567,220495000,21.0
52568,244029000,54.0
52570,334088000,42.0
52571,334088000,43.0
52572,174359000,39.0
52573,248118500,21.0
52574,144379000,29.0
52575,293122000,24.0
52576,293122000,25.0
52577,293122000,46.0
52578,293122000,52.0
52579,340568300,43.0
52580,428067000,16.0
52581,428067000,17.0
52582,428067000,21.0
52583,280678000,46.0
52584,375332000,43.0
52585,292256600,21.0
52586,292358000,21.0
52587,144117100,29.0
52588,200061660,35.0
52589,355085000,55.0
52590,379126000,43.0
52591,327017000,43.0
52592,327247000,43.0
52593,473174000,56.0
52594,257346000,43.0
52595,702008000,55.0
52596,327356000,43.0
52597,264504000,16.0
52599,331049000,35.0
52600,331049000,43.0
52601,427155000,16.0
52602,427155000,56.0
52603,216107000,43.0
52604,526198000,8.0
52605,420533000,20.0
52606,119498000,24.0
52607,548307700,7.0
52608,257516000,43.0
52610,438782000,43.0
52611,248176100,21.0
52612,235483000,27.0
52614,165179000,21.0
52615,399266000,55.0
52617,125005000,29.0
52618,267158000,21.0
52620,507219000,13.0
52621,192070300,30.0
52622,192070300,46.0
52623,192070300,54.0
52624,2980170SG,25.0
52625,2980170SG,46.0
52626,29802300R,25.0
52627,29802300R,46.0
52628,280089110,46.0
52630,442082000,2.0
52631,280686000,46.0
52634,396089000,55.0
52635,2080480AA,15.0
52636,474010000,30.0
52638,211123000,56.0
52639,715811000,27.0
52640,182178100,21.0
52641,182178100,56.0
52642,439286000,43.0
52643,604347000,55.0
52644,439284000,43.0
52645,715711000,27.0
52646,414326000,24.0
52647,414326000,25.0
52648,360265000,43.0
52649,701039000,46.0
52650,701039000,55.0
52653,292001500,21.0
52654,123345000,23.0
52655,123345000,46.0
52656,123345000,54.0
52657,345647000,27.0
52658,205663000,21.0
52659,12319500A,23.0
52660,12319500A,46.0
52661,12319500A,54.0
52662,31006700R,36.0
52663,473504000,56.0
52664,454012000,17.0
52665,454012000,21.0
52666,454012000,56.0
52667,365033000,43.0
52668,280035000,52.0
52670,438129000,43.0
52672,285023000,21.0
52673,473236000,56.0
52674,131369000,29.0
52675,380047000,27.0
52676,380047000,43.0
52678,438423000,43.0
52679,165170000,21.0
52680,362541000,39.0
52681,361759000,43.0
52682,366250000,31.0
52683,366250000,38.0
52684,530320000,7.0
52685,514263320,9.0
52686,514263320,14.0
52687,370383000,43.0
52689,438701000,43.0
52691,510310000,11.0
52692,123226000,23.0
52693,123226000,46.0
52694,414739000,25.0
52695,544097000,7.0
52697,366147000,31.0
52698,366147000,38.0
52700,187222000,25.0
52702,562409000,7.0
52703,242538000,26.0
52704,242538000,29.0
52705,148300000,19.0
52706,337377000,55.0
52707,261071000,21.0
52708,261071000,30.0
52709,261071000,32.0
52710,261071000,38.0
52711,455077000,42.0
52712,455077000,43.0
52713,257662000,43.0
52714,452114000,29.0
52715,106770000,17.0
52717,473535000,56.0
52718,604044000,55.0
52719,604228000,55.0
52720,427253000,16.0
52721,427253000,17.0
52722,427253000,21.0
52723,228107000,26.0
52724,273150000,56.0
52725,411553000,21.0
52727,438073000,43.0
52728,137462000,21.0
52729,137462000,55.0
52731,405087000,56.0
52733,438611000,43.0
52734,41619700C,21.0
52735,41619700C,23.0
52736,41619700C,30.0
52737,41619700C,54.0
52738,165218000,55.0
52739,224403000,16.0
52740,224403000,21.0
52741,224403000,56.0
52742,358537000,42.0
52743,358537000,43.0
52746,356243200,55.0
52747,331155000,35.0
52748,331155000,43.0
52749,301037420,16.0
52750,337066000,55.0
52751,296100070,46.0
52752,348116000,43.0
52753,348116000,55.0
52754,365185260,43.0
52755,600405000,55.0
52756,361732000,43.0
52757,439741000,43.0
52758,326037000,43.0
52759,526339000,8.0
52760,327382000,43.0
52761,141104000,24.0
52762,141104000,25.0
52763,141104000,29.0
52764,141104000,30.0
52765,141104000,31.0
52767,375291000,43.0
52768,330069000,42.0
52769,330069000,43.0
52770,250339040,43.0
52771,250339040,55.0
52772,411372000,21.0
52773,415207000,23.0
52774,415207000,30.0
52775,396199000,55.0
52776,383110000,16.0
52777,383110000,56.0
52778,206545000,16.0
52779,206545000,21.0
52780,108131000,56.0
52784,340685000,43.0
52785,524755000,12.0
52786,524755000,16.0
52787,524706000,12.0
52788,524706000,16.0
52789,182020000,21.0
52790,182020000,56.0
52791,137625440,21.0
52792,702073000,55.0
52793,219229000,38.0
52794,219229000,56.0
52795,606123000,55.0
52796,123233000,23.0
52797,123233000,46.0
52798,187226000,25.0
52799,13406400R,21.0
52800,13406400R,29.0
52801,13406400R,30.0
52802,474228000,30.0
52803,280457000,24.0
52804,280457000,46.0
52805,280457000,52.0
52808,556017000,7.0
52809,257277000,43.0
52810,438214000,43.0
52811,137565330,21.0
52812,148542000,19.0
52813,368204000,55.0
52814,257739000,43.0
52815,327403000,43.0
52816,226015000,55.0
52817,399385000,55.0
52818,702072000,55.0
52819,119706000,24.0
52820,343890000,43.0
52821,327262000,43.0
52822,327053000,43.0
52823,312234400,56.0
52824,428839300,43.0
52825,31310300R,43.0
52826,508422000,13.0
52827,414789500,24.0
52828,414789500,25.0
52829,455082000,42.0
52830,455082000,43.0
52831,434393000,43.0
52832,434393000,56.0
52833,417007000,30.0
52834,417007000,55.0
52835,370226000,43.0
52836,128202240,55.0
52837,439169000,55.0
52838,369040000,42.0
52839,369040000,43.0
52840,345738000,27.0
52841,211113000,56.0
52842,118018000,30.0
52843,267264000,21.0
52844,267264000,46.0
52845,257747000,43.0
52846,144378000,29.0
52847,514485000,9.0
52848,514485000,14.0
52849,160368100,21.0
52850,160368100,56.0
52853,720632000,43.0
52856,324149000,35.0
52857,310156060,36.0
52858,150128000,16.0
52859,150128000,56.0
52860,162181300,56.0
52861,257493000,43.0
52862,220062120,16.0
52863,220062120,17.0
52864,220062120,21.0
52866,455569000,43.0
52867,717144000,27.0
52868,326010000,43.0
52869,250266000,55.0
52870,345468000,27.0
52871,623001380,55.0
52872,600464000,40.0
52873,600464000,55.0
52874,198601000,25.0
52875,211133600,56.0
52878,280468000,46.0
52879,280468000,52.0
52880,248534000,21.0
52881,725102000,43.0
52883,114280000,49.0
52884,351121000,55.0
52885,242243000,56.0
52887,345469000,27.0
52888,152452000,16.0
52889,422082030,55.0
52891,510371000,11.0
52892,399121000,55.0
52893,403231000,16.0
52894,403231000,21.0
52895,403231000,56.0
52896,221263000,16.0
52897,221263000,21.0
52898,221263000,26.0
52899,221263000,31.0
52900,221263000,56.0
52903,472057000,56.0
52904,474175000,30.0
52905,474175000,46.0
52906,222166000,16.0
52907,222166000,17.0
52908,222166000,21.0
52909,222166000,56.0
52910,331173000,35.0
52911,331173000,43.0
52912,297023000,56.0
52914,12304500R,23.0
52915,12304500R,46.0
52916,12304500R,54.0
52917,380287000,43.0
52918,524273000,12.0
52919,524273000,16.0
52920,116239000,56.0
52921,24413400E,54.0
52922,361274300,43.0
52923,280609000,56.0
52926,347253000,27.0
52927,359341430,43.0
52928,708605000,27.0
52929,438041000,43.0
52930,188033000,50.0
52931,473223000,56.0
52932,340544000,43.0
52933,218035000,35.0
52934,717102000,27.0
52936,493480000,29.0
52937,360315000,43.0
52938,137572000,21.0
52940,119721000,24.0
52942,604271000,55.0
52943,331010000,35.0
52944,331010000,43.0
52945,248478000,21.0
52946,368206000,55.0
52947,434055000,43.0
52948,434055000,54.0
52949,434055000,55.0
52950,318459000,36.0
52951,430058400,55.0
52952,220675000,16.0
52953,131358000,56.0
52954,360125470,43.0
52955,411555000,21.0
52956,526117000,8.0
52957,285103000,21.0
52959,455017000,42.0
52960,455017000,43.0
52961,360125140,43.0
52962,204404000,55.0
52963,428035500,16.0
52964,428179000,2.0
52965,428179000,16.0
52966,428179000,56.0
52968,175106000,25.0
52969,205662000,21.0
52970,435306100,55.0
52971,331068000,35.0
52972,331068000,43.0
52973,324428000,35.0
52974,419041000,21.0
52975,280608000,56.0
52976,165129000,21.0
52977,420438000,20.0
52978,362452000,39.0
52979,374032000,55.0
52980,267064150,30.0
52981,267064150,46.0
52982,604070000,55.0
52983,714056000,27.0
52984,327294000,43.0
52985,366053000,25.0
52986,123606000,40.0
52987,100126000,29.0
52988,137454200,21.0
52989,285093000,21.0
52991,378017000,40.0
52992,254094000,21.0
52993,439493000,43.0
52994,474122000,30.0
52995,474122000,46.0
52996,711212000,27.0
52997,407114000,29.0
52998,327101000,43.0
52999,340392300,43.0
53000,400479000,27.0
53001,370485000,43.0
53002,228033000,26.0
53003,336185000,43.0
53004,348225100,42.0
53005,348225100,43.0
53006,131337000,56.0
53007,362295000,39.0
53008,242395000,26.0
53009,242395000,29.0
53010,455432200,43.0
53012,119061540,24.0
53013,368179000,55.0
53014,600026000,55.0
53016,379032050,43.0
53017,379032050,55.0
53019,446428000,56.0
53020,546144000,7.0
53021,708105000,27.0
53023,237070000,21.0
53024,264007000,16.0
53025,264007000,20.0
53026,175205000,25.0
53027,438070000,43.0
53028,399093000,55.0
53029,110241000,17.0
53030,110241000,21.0
53032,439759000,43.0
53033,220023880,21.0
53034,442076000,2.0
53035,514535000,9.0
53036,514535000,14.0
53037,148622000,19.0
53038,134134000,21.0
53039,134134000,29.0
53040,134134000,30.0
53041,134134000,31.0
53042,134134000,38.0
53044,427374100,56.0
53045,508251000,13.0
53046,369112030,43.0
53047,119453000,21.0
53048,119453000,24.0
53050,568707000,7.0
53053,172410000,24.0
53054,172410000,25.0
53055,623001430,55.0
53056,261023100,21.0
53057,261023100,30.0
53058,261023100,32.0
53059,261023100,38.0
53060,361826000,43.0
53061,250363070,43.0
53062,250363070,55.0
53063,222566000,16.0
53064,222566000,17.0
53065,222566000,21.0
53066,222566000,56.0
53067,348085000,43.0
53068,348085000,55.0
53069,269320000,21.0
53070,269320000,26.0
53071,173015000,26.0
53073,436097000,55.0
53074,264446000,16.0
53075,141130000,25.0
53076,141130000,29.0
53077,141130000,30.0
53078,360245900,43.0
53079,439566000,43.0
53080,102221000,53.0
53082,128207170,55.0
53083,366167100,31.0
53084,366167100,38.0
53085,252299300,7.0
53086,600440000,40.0
53087,600440000,55.0
53088,454094000,46.0
53089,454094000,50.0
53090,454094000,52.0
53091,385091000,43.0
53092,297452600,56.0
53093,135088150,56.0
53094,248222140,21.0
53095,219688000,30.0
53096,219688000,31.0
53097,219688000,38.0
53099,205633000,6.0
53101,206083500,16.0
53102,166186000,25.0
53104,368170000,55.0
53106,396054000,55.0
53107,436151000,55.0
53108,600317000,55.0
53109,296216060,46.0
53110,435088000,14.0
53111,327424000,43.0
53112,399263000,55.0
53114,503212000,56.0
53115,244054000,54.0
53117,248111000,21.0
53119,348207000,42.0
53120,348207000,43.0
53121,404019000,56.0
53123,400354000,27.0
53124,351162000,55.0
53125,501073000,17.0
53128,315077000,43.0
53129,315077000,46.0
53130,525467000,8.0
53131,525467000,16.0
53132,257479000,43.0
53133,257263000,43.0
53135,708625000,27.0
53136,2000110TC,35.0
53137,324375000,35.0
53138,446369000,56.0
53139,331143000,35.0
53140,331143000,43.0
53141,607031000,40.0
53142,607031000,55.0
53144,438096000,43.0
53145,297378130,56.0
53147,101226000,29.0
53148,725060000,43.0
53150,210757000,30.0
53151,210757000,31.0
53153,242563000,26.0
53154,242563000,29.0
53155,416240000,16.0
53156,416240000,19.0
53157,416240000,20.0
53158,416240000,21.0
53159,409225000,26.0
53160,257586000,43.0
53161,228009000,26.0
53162,228009000,55.0
53163,715515000,27.0
53164,108078000,56.0
53166,445022000,39.0
53167,445022000,43.0
53171,216060000,43.0
53172,257239000,43.0
53173,219452120,30.0
53174,219452120,38.0
53175,244116000,56.0
53176,399055000,55.0
53177,362138000,39.0
53178,205137000,21.0
53179,370514000,43.0
53180,219436000,30.0
53181,219436000,38.0
53182,242348200,27.0
53183,242348200,42.0
53184,242348200,55.0
53185,360234500,43.0
53186,438509000,43.0
53187,433208000,55.0
53188,181230000,46.0
53189,392399000,30.0
53190,392399000,38.0
53194,342194000,43.0
53196,200306000,35.0
53197,384007000,16.0
53198,384007000,30.0
53199,384007000,46.0
53200,148671000,20.0
53201,131309000,29.0
53202,439153000,43.0
53204,375323000,43.0
53205,148316000,20.0
53206,351227000,55.0
53207,330004700,42.0
53208,330004700,43.0
53209,375258000,43.0
53210,725099000,43.0
53212,439330000,43.0
53213,257342000,43.0
53214,362655000,39.0
53215,244212000,54.0
53217,341154000,27.0
53218,341154000,43.0
53219,222148000,16.0
53220,222148000,21.0
53221,222148000,24.0
53222,222148000,25.0
53223,222148000,30.0
53224,222148000,31.0
53225,375139000,43.0
53226,359372000,55.0
53227,411121000,21.0
53228,446300000,56.0
53229,166078100,25.0
53230,606247000,55.0
53231,428682000,21.0
53233,347135000,27.0
53234,224629000,56.0
53235,101024000,29.0
53236,405270000,25.0
53237,313580000,39.0
53238,313580000,43.0
53239,377075000,55.0
53240,137868000,21.0
53242,280124174,46.0
53244,414672000,25.0
53245,205255000,21.0
53246,473277000,56.0
53247,280086758,46.0
53248,280267000,51.0
53249,280267000,52.0
53250,297318000,56.0
53251,408191000,26.0
53252,360017000,27.0
53253,220795000,16.0
53254,220795000,21.0
53255,725111000,43.0
53256,224181000,56.0
53257,119057100,24.0
53258,141360000,25.0
53259,141360000,29.0
53260,141360000,30.0
53261,224498000,16.0
53262,224498000,21.0
53263,714715000,35.0
53264,714715000,43.0
53265,249112000,26.0
53266,249112000,29.0
53267,426101000,1.0
53269,365223000,43.0
53270,119173000,56.0
53271,403056000,21.0
53272,188284000,24.0
53273,188284000,32.0
53274,188284000,46.0
53275,188284000,50.0
53276,188284000,51.0
53277,188284000,52.0
53278,188284000,54.0
53279,385062000,43.0
53282,438235000,43.0
53283,435422000,14.0
53284,372102000,35.0
53285,372102000,55.0
53286,700240000,55.0
53288,256064000,21.0
53289,256064000,56.0
53290,324660000,35.0
53291,205518000,6.0
53292,156556000,29.0
53295,405262000,25.0
53296,405023000,56.0
53297,327137000,43.0
53298,363170000,35.0
53299,363170000,36.0
53300,438313000,43.0
53302,340690000,43.0
53303,297230100,56.0
53306,473151000,56.0
53308,399394000,55.0
53309,139063000,29.0
53310,600213000,55.0
53312,361024000,35.0
53313,361024000,36.0
53315,360245100,43.0
53316,508376000,13.0
53317,361157000,35.0
53318,361157000,43.0
53321,356518000,55.0
53322,273343000,56.0
53323,128889000,55.0
53325,280005518,46.0
53326,166209000,25.0
53328,242346000,27.0
53329,242346000,42.0
53330,242346000,55.0
53331,376172000,6.0
53332,376172000,29.0
53333,482062000,56.0
53334,544061000,7.0
53335,506014000,14.0
53336,506014000,55.0
53337,348333000,42.0
53338,348333000,43.0
53339,399024000,55.0
53340,166308200,15.0
53341,244113000,54.0
53342,211101000,56.0
53343,228125000,26.0
53344,296180500,46.0
53345,376153000,55.0
53346,221282000,16.0
53347,221282000,21.0
53348,221282000,26.0
53349,221282000,31.0
53350,221282000,56.0
53351,381070000,43.0
53352,378198000,40.0
53353,264029500,17.0
53355,205084000,21.0
53356,124080000,56.0
53357,119606000,24.0
53358,270052010,30.0
53359,399298000,55.0
53360,164340000,29.0
53361,556437000,7.0
53362,105199400,50.0
53363,370373000,43.0
53364,359574000,55.0
53365,415107000,23.0
53366,415107000,30.0
53367,228041000,26.0
53368,242613300,21.0
53369,540304000,7.0
53371,600395000,55.0
53372,403297000,16.0
53373,403297000,21.0
53374,403297000,56.0
53376,403230000,16.0
53377,403230000,21.0
53378,403230000,56.0
53379,417529000,30.0
53381,426560000,1.0
53382,381124000,43.0
53383,123185200,23.0
53384,123185200,46.0
53385,123185200,54.0
53386,285276000,21.0
53391,205051000,43.0
53392,401033000,56.0
53394,715208000,27.0
53395,370451000,43.0
53397,438383000,43.0
53398,501139000,17.0
53399,399301000,55.0
53401,169009000,30.0
53403,340606000,43.0
53404,386105000,27.0
53405,386105000,42.0
53406,386105000,43.0
53407,373062000,36.0
53408,708530000,27.0
53409,119771000,24.0
53411,104287000,50.0
53412,510134000,11.0
53413,473583000,56.0
53414,510275000,11.0
53415,257731000,43.0
53416,141285000,25.0
53417,141285000,29.0
53418,141285000,30.0
53419,446016000,56.0
53420,417430000,30.0
53421,137434000,21.0
53423,33012400D,42.0
53424,33012400D,43.0
53425,235462390,27.0
53427,355068000,55.0
53428,623021140,55.0
53429,267140140,16.0
53430,267140140,21.0
53431,267140140,30.0
53432,267140140,46.0
53434,366149000,31.0
53435,366149000,38.0
53436,206362000,16.0
53437,206362000,21.0
53438,206362000,56.0
53441,430137100,55.0
53442,271213000,27.0
53443,271213000,29.0
53444,271213000,55.0
53445,700070000,27.0
53446,700070000,55.0
53447,604266000,55.0
53448,556485000,7.0
53449,516095000,13.0
53450,222153110,24.0
53451,222153110,25.0
53452,222153110,30.0
53453,222153110,31.0
53454,273273000,56.0
53455,473054000,56.0
53456,182209000,21.0
53457,182209000,56.0
53458,473382000,56.0
53459,588299000,6.0
53460,588299000,7.0
53461,588299000,56.0
53462,405303000,25.0
53463,405303000,56.0
53465,123406600,23.0
53466,123406600,46.0
53467,510353000,11.0
53468,292068000,21.0
53469,206591000,16.0
53470,206591000,21.0
53471,206591000,56.0
53472,439515000,43.0
53473,257388000,43.0
53474,348351000,42.0
53475,348351000,43.0
53476,348231400,42.0
53477,348231400,43.0
53478,362802000,39.0
53479,264413000,16.0
53480,384114000,16.0
53481,384114000,30.0
53482,384114000,46.0
53483,297218100,56.0
53484,313351000,43.0
53485,280803000,46.0
53486,399252000,55.0
53487,122014200,21.0
53488,236067000,55.0
53489,257005000,43.0
53490,435350000,14.0
53491,341173000,27.0
53492,341173000,43.0
53493,528222000,8.0
53494,530390500,7.0
53495,530390500,14.0
53497,433086000,55.0
53499,257501000,43.0
53501,407101000,29.0
53504,482135000,56.0
53505,160022000,16.0
53506,160022000,21.0
53507,160022000,56.0
53508,449051000,56.0
53509,340854400,15.0
53510,340854400,43.0
53511,340471000,39.0
53512,340471000,43.0
53513,379443000,43.0
53514,473576000,56.0
53516,403238000,16.0
53517,403238000,21.0
53518,403238000,56.0
53519,347254000,27.0
53520,70710300Z,27.0
53521,430097000,55.0
53522,401291000,56.0
53523,353037000,55.0
53524,264348000,16.0
53525,264348000,17.0
53526,473064000,56.0
53527,360077070,27.0
53528,606188000,55.0
53529,435482000,14.0
53530,439180000,43.0
53531,248419000,21.0
53533,342104000,43.0
53534,342104000,55.0
53535,105206100,50.0
53536,264177160,16.0
53538,438626000,43.0
53539,473423000,56.0
53540,198415000,25.0
53541,452174000,29.0
53542,429153000,40.0
53543,359774000,55.0
53544,384105000,16.0
53545,384105000,30.0
53546,384105000,46.0
53547,358003240,27.0
53548,604150000,55.0
53549,312294000,56.0
53550,148621000,19.0
53552,725124000,43.0
53553,111124000,24.0
53554,367093000,43.0
53555,307055000,35.0
53556,307055000,43.0
53557,417205000,30.0
53559,452162000,29.0
53560,606098000,55.0
53561,362206000,39.0
53562,507226000,13.0
53563,560027000,7.0
53564,423350000,6.0
53565,600330000,55.0
53569,341032000,27.0
53570,341032000,43.0
53571,704259000,27.0
53572,704259000,56.0
53573,356305000,55.0
53574,208177000,15.0
53575,333217000,35.0
53576,333217000,43.0
53577,132329000,56.0
53578,188079520,24.0
53579,188079520,32.0
53580,188079520,46.0
53581,188079520,50.0
53582,188079520,51.0
53583,188079520,52.0
53584,188079520,54.0
53585,152197000,16.0
53586,362086000,39.0
53587,239403000,24.0
53588,239403000,25.0
53589,239403000,30.0
53590,239403000,31.0
53591,435288100,55.0
53595,379218020,43.0
53596,720703000,42.0
53597,720703000,43.0
53598,715732000,27.0
53599,501016000,17.0
53600,23520000R,27.0
53602,106411000,6.0
53603,105377010,50.0
53604,204298110,29.0
53606,340002220,43.0
53607,327215000,43.0
53608,510181000,11.0
53609,568663000,7.0
53610,568682000,7.0
53611,361301200,43.0
53612,297188080,56.0
53613,359632000,55.0
53614,430527000,55.0
53615,221135000,26.0
53616,221135000,31.0
53617,398078000,43.0
53618,473566000,56.0
53619,366027000,25.0
53621,365236000,43.0
53624,296186400,46.0
53625,277608000,17.0
53627,343835000,43.0
53628,424553000,14.0
53629,341023000,27.0
53630,341023000,43.0
53631,440002000,23.0
53632,440002000,49.0
53633,546306000,7.0
53634,131241000,56.0
53637,347180000,27.0
53639,152323000,16.0
53640,119818000,24.0
53641,123492000,23.0
53642,123492000,46.0
53643,123492000,54.0
53644,365185300,43.0
53645,242532600,26.0
53646,242532600,29.0
53647,430077000,55.0
53648,239132100,24.0
53649,239132100,25.0
53650,239132100,30.0
53651,239132100,31.0
53652,280239000,51.0
53653,280239000,52.0
53654,239520000,24.0
53655,239520000,25.0
53656,239520000,30.0
53657,239520000,31.0
53658,137204000,21.0
53659,600399000,55.0
53660,363070000,35.0
53661,363070000,36.0
53662,222240000,24.0
53663,222240000,25.0
53664,222240000,30.0
53665,222240000,31.0
53666,229217000,56.0
53667,424009410,14.0
53668,280244000,51.0
53669,280244000,52.0
53670,318159000,36.0
53671,562019000,7.0
53673,534698000,7.0
53674,530427000,7.0
53677,119006800,24.0
53679,473457000,56.0
53680,257393000,43.0
53682,408074000,26.0
53684,224319000,16.0
53685,224319000,21.0
53686,439093000,43.0
53687,399085000,55.0
53688,374009000,55.0
53689,401201000,56.0
53690,219775000,30.0
53691,414816000,25.0
53693,417298000,30.0
53694,417298000,55.0
53695,221115000,16.0
53696,221115000,21.0
53697,221115000,26.0
53698,221115000,31.0
53699,221115000,56.0
53701,137601170,21.0
53702,715222000,27.0
53703,239057000,24.0
53704,239057000,25.0
53705,239057000,30.0
53706,239057000,31.0
53707,435017000,14.0
53708,435017000,55.0
53709,241172000,24.0
53710,241172000,25.0
53711,241172000,30.0
53712,241172000,32.0
53713,29800800T,25.0
53714,29800800T,46.0
53715,522164000,7.0
53716,560087000,7.0
53717,379069000,43.0
53719,229114000,56.0
53720,353076000,55.0
53721,271105000,27.0
53722,271105000,29.0
53723,271105000,55.0
53724,106036000,8.0
53725,296001070,46.0
53726,194205000,31.0
53727,220292000,16.0
53728,220292000,21.0
53729,166169000,25.0
53732,340426000,43.0
53733,323367000,35.0
53735,296032000,46.0
53736,514211040,9.0
53737,514211040,14.0
53738,108124000,56.0
53739,312100000,56.0
53740,414758000,25.0
53741,358426010,43.0
53744,204290130,29.0
53745,172014000,24.0
53746,307114000,35.0
53747,558310000,7.0
53748,525507000,8.0
53749,525507000,16.0
53750,229406000,56.0
53751,451052000,26.0
53752,415178000,23.0
53753,415178000,30.0
53755,248230600,16.0
53756,248230600,21.0
53757,248230600,56.0
53758,248302000,21.0
53759,473326000,56.0
53760,525273000,8.0
53761,525273000,16.0
53762,137505420,21.0
53763,137505420,55.0
53764,600517000,40.0
53765,600517000,55.0
53766,345693000,27.0
53767,510157000,11.0
53768,426333000,1.0
53769,222427000,24.0
53770,222427000,25.0
53771,222427000,30.0
53772,222427000,31.0
53773,438188000,43.0
53774,713375000,27.0
53775,280847000,46.0
53776,241081000,24.0
53777,241081000,25.0
53778,241081000,30.0
53779,241081000,32.0
53780,600167000,55.0
53781,211103000,56.0
53782,70710300X,27.0
53783,182050000,21.0
53784,182050000,25.0
53785,264546000,16.0
53786,348077000,43.0
53787,348077000,55.0
53788,384110000,16.0
53789,384110000,30.0
53790,384110000,46.0
53791,337394000,55.0
53792,366131000,31.0
53793,366131000,38.0
53794,235076000,27.0
53795,436500000,14.0
53796,436500000,55.0
53798,715776000,27.0
53800,252182290,11.0
53801,410105000,21.0
53802,359685000,55.0
53803,341148000,27.0
53804,341148000,43.0
53805,474155000,30.0
53806,474155000,46.0
53807,439891000,43.0
53808,114339000,49.0
53809,428832300,43.0
53811,433181000,55.0
53812,239683000,24.0
53814,514528000,9.0
53815,514528000,14.0
53816,297271500,56.0
53817,330085000,42.0
53818,330085000,43.0
53821,144360000,29.0
53822,359434000,55.0
53824,355402000,55.0
53825,128831000,55.0
53826,423656000,6.0
53827,224609000,56.0
53828,254226000,21.0
53829,254226000,25.0
53830,415019000,23.0
53831,415019000,30.0
53832,312140200,56.0
53833,248284100,21.0
53834,623023400,55.0
53835,220661000,16.0
53836,220661000,21.0
53838,119051030,24.0
53839,257378000,43.0
53840,381341000,43.0
53841,131334000,56.0
53842,280207000,52.0
53843,218068000,35.0
53846,254316000,25.0
53847,277399000,17.0
53848,221024000,26.0
53849,221024000,31.0
53850,398037000,43.0
53851,450054000,56.0
53853,224661000,56.0
53854,297232000,56.0
53855,473537000,56.0
53856,525485000,8.0
53857,525485000,16.0
53858,220503000,16.0
53859,220503000,21.0
53860,137881000,21.0
53861,261044600,21.0
53862,261044600,30.0
53863,261044600,32.0
53864,261044600,38.0
53865,157001170,26.0
53866,157001170,46.0
53867,209162000,24.0
53868,209162000,25.0
53869,209162000,29.0
53870,209162000,30.0
53874,131235100,17.0
53875,131235100,21.0
53876,708276000,27.0
53878,510370000,11.0
53879,510411000,11.0
53880,251177000,21.0
53881,360064000,27.0
53882,340286110,43.0
53883,310265000,36.0
53884,209408000,24.0
53885,209408000,25.0
53886,209408000,27.0
53887,209408000,29.0
53888,209408000,30.0
53889,188322120,24.0
53890,188322120,32.0
53891,188322120,46.0
53892,188322120,50.0
53893,188322120,51.0
53894,188322120,52.0
53895,188322120,54.0
53896,604025000,55.0
53897,438286000,43.0
53898,379242000,43.0
53899,408097000,26.0
53901,362123000,39.0
53903,446094000,56.0
53904,347237000,27.0
53905,312242000,56.0
53906,409219000,26.0
53907,600205000,55.0
53908,714759000,35.0
53909,714759000,43.0
53910,280500000,46.0
