,class_subclass,sic
31058,34391100L,43.0
31059,156446000,29.0
31060,524089000,12.0
31061,524089000,16.0
31062,362029000,39.0
31063,398157000,43.0
31065,280260000,51.0
31066,280260000,52.0
31067,148335000,19.0
31068,266271000,26.0
31069,438025000,43.0
31070,423342000,6.0
31071,156539000,29.0
31072,210799000,30.0
31073,210799000,31.0
31074,548257000,7.0
31075,525330600,8.0
31076,525330600,16.0
31077,556418000,7.0
31078,310154220,36.0
31079,148572000,20.0
31080,148580000,19.0
31082,299037100,25.0
31083,428032800,2.0
31084,428032800,16.0
31085,428032800,56.0
31086,358452000,43.0
31088,148696000,20.0
31089,514210210,9.0
31090,514210210,14.0
31091,369059240,43.0
31092,369047330,43.0
31093,428443000,16.0
31094,428443000,17.0
31095,210661000,30.0
31096,210304000,30.0
31097,210304000,31.0
31098,327206000,43.0
31100,585609000,7.0
31101,323256000,35.0
31102,423700000,6.0
31103,510174000,11.0
31104,126211000,21.0
31105,126211000,31.0
31106,126211000,38.0
31107,411383000,21.0
31108,285316000,21.0
31110,504174000,9.0
31111,131270000,56.0
31112,546004000,7.0
31113,546004000,14.0
31114,424616000,9.0
31115,424616000,14.0
31116,434322000,43.0
31117,434322000,56.0
31118,435282000,7.0
31119,435282000,15.0
31120,426071000,1.0
31121,544141000,7.0
31122,544141000,14.0
31123,382219000,27.0
31124,148527000,20.0
31125,367100000,43.0
31126,503214000,56.0
31127,585013000,7.0
31128,502404000,7.0
31129,720614000,43.0
31130,430111330,55.0
31132,137331000,21.0
31133,540524000,7.0
31134,180417000,46.0
31135,220319000,16.0
31136,220319000,21.0
31137,428539500,21.0
31138,374112000,55.0
31139,426665000,1.0
31140,206427000,16.0
31141,206427000,21.0
31142,206427000,56.0
31143,440040000,49.0
31144,433018000,55.0
31145,417002000,30.0
31146,417002000,55.0
31147,510417000,11.0
31149,370293000,43.0
31150,180002200,46.0
31151,562492000,7.0
31152,418054000,23.0
31153,418054000,30.0
31154,342372000,43.0
31156,210106000,30.0
31157,210106000,31.0
31158,426267000,1.0
31159,546066000,7.0
31160,510294000,11.0
31161,12314300A,40.0
31162,525301000,8.0
31163,525301000,16.0
31164,474205000,16.0
31165,474205000,21.0
31166,474205000,30.0
31167,409084000,26.0
31168,424682000,9.0
31169,424682000,14.0
31170,438287000,43.0
31171,361737000,43.0
31172,137625180,21.0
31173,119051040,56.0
31174,554143000,7.0
31175,264514000,16.0
31176,606105000,55.0
31177,174015100,39.0
31178,241175000,24.0
31179,241175000,25.0
31180,241175000,30.0
31181,241175000,32.0
31182,35116000H,55.0
31183,209274000,24.0
31184,209274000,25.0
31185,209274000,27.0
31186,209274000,29.0
31187,209274000,30.0
31188,600106000,55.0
31190,505470000,43.0
31193,361071000,35.0
31194,361071000,36.0
31195,600475000,40.0
31196,600475000,55.0
31197,370304000,43.0
31198,429134000,40.0
31199,428211100,56.0
31200,362394000,39.0
31201,124020100,56.0
31202,219137700,36.0
31203,348231200,42.0
31204,348231200,43.0
31205,313569000,39.0
31206,313569000,43.0
31207,703025000,27.0
31208,381426000,43.0
31211,369047400,43.0
31212,381122000,43.0
31213,516097000,13.0
31214,544311000,7.0
31215,251030010,21.0
31216,408227000,26.0
31217,192038000,30.0
31218,192038000,46.0
31219,192038000,54.0
31220,192048910,30.0
31221,192048910,46.0
31222,192048910,54.0
31223,264211160,16.0
31224,433218000,55.0
31225,549408000,7.0
31227,116286000,56.0
31228,477035000,30.0
31229,477035000,36.0
31230,477035000,46.0
31231,477035000,51.0
31232,477035000,52.0
31233,477035000,54.0
31234,209562000,27.0
31235,209562000,29.0
31236,209562000,30.0
31237,708252000,27.0
31238,277553000,17.0
31239,704208000,27.0
31240,704208000,56.0
31241,162161000,56.0
31242,209127100,24.0
31243,209127100,25.0
31244,209127100,29.0
31245,209127100,30.0
31247,228101000,26.0
31249,439555000,43.0
31250,345506000,27.0
31251,429330000,13.0
31252,187382000,25.0
31253,187382000,43.0
31254,552502000,7.0
31255,110250000,17.0
31256,110250000,21.0
31257,270001020,29.0
31258,112186000,38.0
31259,250352000,43.0
31260,250352000,55.0
31261,23604600C,55.0
31262,126672000,16.0
31263,126672000,17.0
31264,297303400,56.0
31265,220062220,16.0
31266,220062220,17.0
31267,220062220,21.0
31269,123200000,23.0
31270,123200000,46.0
31271,104028000,56.0
31272,454058000,21.0
31273,123188110,32.0
31274,525445000,8.0
31275,525445000,16.0
31276,228225000,26.0
31277,534704000,7.0
31278,369053230,55.0
31279,525177000,8.0
31280,525177000,16.0
31282,415173400,23.0
31283,415173400,30.0
31284,173171000,26.0
31285,312332000,56.0
31286,528298000,8.0
31287,411060300,16.0
31288,411060300,21.0
31289,522174000,7.0
31290,366162100,31.0
31291,366162100,38.0
31292,502109000,8.0
31294,525453000,8.0
31295,525453000,16.0
31296,362192000,39.0
31297,438723000,43.0
31298,239699000,24.0
31299,239699000,25.0
31300,239699000,30.0
31301,239699000,31.0
31302,239533140,24.0
31303,239533140,25.0
31304,239533140,30.0
31305,239533140,31.0
31306,401042000,56.0
31308,601010000,40.0
31309,366160200,31.0
31310,366160200,38.0
31311,420040000,19.0
31312,423245100,6.0
31313,455421000,43.0
31314,192223000,30.0
31315,220528000,16.0
31316,220528000,21.0
31317,438068000,43.0
31318,356005090,55.0
31319,297362000,56.0
31320,220697000,16.0
31321,220697000,21.0
31323,601113000,40.0
31324,700114000,55.0
31325,156180000,16.0
31326,156180000,17.0
31327,156180000,21.0
31328,425470000,29.0
31329,415173100,23.0
31330,415173100,30.0
31331,128204290,55.0
31332,18800200F,55.0
31333,126623000,21.0
31336,601133000,40.0
31337,432083000,30.0
31338,432083000,55.0
31339,215312000,16.0
31340,215312000,21.0
31341,267037100,21.0
31342,267037100,46.0
31343,17407000R,39.0
31344,264209300,16.0
31345,414788900,24.0
31346,414788900,25.0
31347,585449000,7.0
31348,526086000,8.0
31349,427136000,56.0
31350,564427000,7.0
31351,379266010,43.0
31353,528107000,8.0
31354,428360000,2.0
31355,428360000,8.0
31356,336075000,43.0
31357,164463000,19.0
31358,164463000,20.0
31359,549385000,7.0
31360,524409000,12.0
31361,524409000,16.0
31362,438489000,43.0
31363,241292100,24.0
31364,241292100,25.0
31365,241292100,30.0
31366,241292100,32.0
31367,162184000,56.0
31368,426279000,1.0
31371,525396000,8.0
31372,525396000,16.0
31373,166153000,25.0
31377,102202500,53.0
31379,475286000,30.0
31380,475286000,46.0
31381,475286000,54.0
31382,198860200,25.0
31383,370381000,43.0
31384,534712000,7.0
31385,422278000,29.0
31386,184055100,30.0
31387,264418000,16.0
31388,359888000,55.0
31390,564193000,7.0
31391,715719000,27.0
31392,570226000,7.0
31393,105199200,50.0
31394,366219000,31.0
31395,366219000,38.0
31396,385038000,43.0
31397,340958000,43.0
31398,512026000,11.0
31399,422255000,29.0
31400,220258100,16.0
31401,220258100,21.0
31402,568471000,7.0
31403,242389000,26.0
31404,242389000,29.0
31406,548493000,7.0
31407,526286000,8.0
31408,530370000,7.0
31409,370212000,43.0
31410,220004260,16.0
31411,220004260,21.0
31412,600512000,40.0
31413,600512000,55.0
31414,218078000,35.0
31416,250371000,43.0
31417,250371000,55.0
31420,441133000,16.0
31421,441133000,21.0
31422,441133000,56.0
31423,427252000,16.0
31424,427252000,17.0
31425,427252000,21.0
31427,251292000,21.0
31428,422251000,29.0
31429,132325000,56.0
31430,239130000,24.0
31431,239130000,25.0
31432,239130000,30.0
31433,239130000,31.0
31436,361001000,35.0
31437,361001000,36.0
31438,359241000,43.0
31439,219200000,38.0
31440,708322000,27.0
31441,405016000,56.0
31442,212277000,25.0
31444,367017000,43.0
31445,375228000,43.0
31446,330086000,42.0
31447,330086000,43.0
31448,383010000,16.0
31449,383010000,56.0
31450,400613000,27.0
31451,108145000,56.0
31452,455245200,42.0
31453,424633000,9.0
31454,424633000,14.0
31455,206321000,16.0
31456,206321000,21.0
31457,206321000,56.0
31458,544360000,7.0
31459,544360000,14.0
31460,548444000,7.0
31463,280033993,21.0
31464,280033993,52.0
31465,141301000,25.0
31466,141301000,29.0
31467,141301000,30.0
31468,208146000,15.0
31469,123493000,23.0
31470,123493000,46.0
31471,123493000,54.0
31472,131237000,56.0
31474,366273000,31.0
31475,366273000,38.0
31476,514255010,9.0
31477,514255010,14.0
31478,514253100,9.0
31479,514253100,14.0
31480,144003100,29.0
31481,19201800A,30.0
31482,360265600,43.0
31483,422294000,29.0
31484,510302000,11.0
31485,370235100,43.0
31486,137442000,21.0
31487,800320200,56.0
31488,1230270GE,23.0
31489,345428000,27.0
31490,187292000,25.0
31491,187292000,36.0
31492,310248000,36.0
31493,222632000,24.0
31494,222632000,30.0
31495,536115000,7.0
31496,173141000,26.0
31497,426429000,1.0
31498,365185220,43.0
31499,522060000,7.0
31502,134103200,21.0
31503,134103200,29.0
31504,134103200,30.0
31505,348684000,42.0
31506,348684000,43.0
31507,800317100,56.0
31508,365096000,43.0
31509,198717000,25.0
31510,300008000,29.0
31511,438016000,43.0
31512,438790000,43.0
31513,187289000,25.0
31514,187289000,36.0
31515,227179100,55.0
31516,502324000,6.0
31517,362102000,39.0
31518,714015000,27.0
31519,604385180,55.0
31520,604385180,56.0
31521,266239000,26.0
31522,427077000,43.0
31525,546089000,7.0
31526,502165000,7.0
31527,160223000,16.0
31528,160223000,21.0
31529,160223000,56.0
31530,438382000,43.0
31531,324696000,35.0
31532,296152000,46.0
31533,264614000,43.0
31534,187386000,25.0
31535,187386000,43.0
31536,455150100,42.0
31537,251212000,21.0
31538,429189000,13.0
31540,525366000,8.0
31541,525366000,16.0
31542,403109500,21.0
31543,429309000,13.0
31544,425011000,29.0
31545,384568000,16.0
31546,384568000,30.0
31547,384568000,46.0
31548,210786000,30.0
31549,210786000,31.0
31550,225039000,29.0
31551,455208000,42.0
31552,297237000,56.0
31555,123488000,23.0
31556,123488000,46.0
31557,123488000,54.0
31562,454120000,46.0
31564,700231000,55.0
31565,359199000,55.0
31566,285096000,21.0
31567,211192000,56.0
31568,219710000,30.0
31569,219710000,31.0
31570,219710000,38.0
31571,174067000,39.0
31572,514714000,9.0
31573,514714000,14.0
31574,254091000,25.0
31575,604284000,55.0
31576,31006800C,36.0
31578,401098000,56.0
31579,181168000,42.0
31580,181168000,43.0
31581,524323000,12.0
31582,524323000,16.0
31583,502255000,6.0
31584,101224000,29.0
31585,399124000,55.0
31586,414281000,25.0
31588,369053310,55.0
31589,508582000,13.0
31590,454231000,21.0
31591,222219000,21.0
31592,222219000,25.0
31593,369030320,42.0
31594,369030320,43.0
31595,438716000,43.0
31596,123090240,23.0
31597,123090240,46.0
31598,123090240,54.0
31599,514263240,9.0
31600,514263240,14.0
31601,12601900R,31.0
31602,12601900R,38.0
31603,524133000,12.0
31604,524133000,16.0
31605,347120000,27.0
31606,525185000,8.0
31607,525185000,16.0
31608,514211060,9.0
31609,514211060,14.0
31610,439348000,43.0
31611,424736000,14.0
31613,292137000,21.0
31614,361031000,35.0
31615,361031000,36.0
31616,19102200R,39.0
31617,800260000,56.0
31618,423584000,6.0
31619,219697000,30.0
31620,219697000,31.0
31621,219697000,38.0
31622,13900100R,29.0
31623,349124000,43.0
31624,310088000,36.0
31625,446250000,56.0
31626,398201000,43.0
31627,297407000,56.0
31628,162181700,56.0
31630,128203250,55.0
31631,187295000,25.0
31632,187295000,36.0
31633,148260000,21.0
31634,166068500,25.0
31635,562521000,7.0
31636,108061000,56.0
31637,548312400,7.0
31638,148511000,20.0
31639,477200000,30.0
31640,477200000,36.0
31641,477200000,46.0
31642,477200000,51.0
31643,477200000,52.0
31644,477200000,54.0
31645,222511000,16.0
31646,222511000,17.0
31647,222511000,21.0
31648,222511000,56.0
31649,358301000,42.0
31650,358301000,43.0
31651,514682000,9.0
31652,514682000,14.0
31653,248058000,21.0
31654,374100000,55.0
31655,562895000,7.0
31657,100151000,30.0
31658,417248000,30.0
31659,280266000,51.0
31660,280266000,52.0
31661,568855000,7.0
31662,526070000,8.0
31663,241169100,24.0
31664,241169100,25.0
31665,241169100,30.0
31666,241169100,32.0
31667,165006000,21.0
31668,623017120,55.0
31669,415208200,23.0
31670,415208200,30.0
31671,206494000,16.0
31672,206494000,21.0
31673,206494000,56.0
31675,322037000,36.0
31676,280014210,56.0
31677,414416010,25.0
31678,370257000,43.0
31680,370500000,43.0
31681,203012000,6.0
31684,522144000,7.0
31686,341139000,27.0
31687,341139000,43.0
31688,313025000,43.0
31689,436165000,55.0
31690,435911000,14.0
31691,708490000,27.0
31692,188072300,24.0
31693,188072300,32.0
31694,188072300,46.0
31695,188072300,50.0
31696,188072300,51.0
31697,188072300,52.0
31698,188072300,54.0
31699,428610000,21.0
31700,428610000,30.0
31702,277309000,17.0
31703,451367000,26.0
31704,2350880RC,27.0
31705,106031770,13.0
31706,435173800,7.0
31707,409203000,26.0
31708,137625660,21.0
31709,506018000,14.0
31710,506018000,55.0
31711,606021000,55.0
31712,435367000,14.0
31714,514731000,9.0
31715,514731000,14.0
31716,137614030,21.0
31717,436046000,55.0
31718,203085000,6.0
31719,428134000,2.0
31720,428134000,16.0
31721,428134000,56.0
31722,382228000,27.0
31723,248048100,21.0
31724,438712000,43.0
31725,426275000,1.0
31726,428673000,21.0
31727,384550000,16.0
31728,384550000,30.0
31729,384550000,46.0
31730,266051000,26.0
31731,714819000,35.0
31732,714819000,43.0
31733,206579000,16.0
31734,206579000,21.0
31735,252372000,13.0
31737,382111000,27.0
31738,710074000,27.0
31739,800301000,56.0
31740,715503000,27.0
31741,548106000,7.0
31742,601049000,40.0
31743,422033000,11.0
31744,343901000,43.0
31745,340577000,43.0
31746,417501000,30.0
31748,568300000,7.0
31749,106031180,13.0
31751,123559300,23.0
31752,123559300,32.0
31753,123559300,46.0
31754,123559300,54.0
31755,428195000,2.0
31756,428195000,16.0
31757,428195000,56.0
31758,568342000,7.0
31759,568342000,9.0
31760,568342000,14.0
31761,424758000,14.0
31762,310184000,36.0
31763,219639000,30.0
31764,600212000,55.0
31765,352005000,55.0
31766,439160000,43.0
31767,568932000,7.0
31768,514635000,9.0
31769,514635000,14.0
31770,190125000,56.0
31771,379158000,43.0
31772,419029000,21.0
31773,438268000,43.0
31774,257467000,43.0
31775,379102060,43.0
31776,451453000,26.0
31777,219137420,36.0
31779,494007000,30.0
31780,494007000,55.0
31781,378098120,40.0
31782,544252000,7.0
31783,398175000,43.0
31784,423179500,6.0
31785,423179500,56.0
31786,148564000,20.0
31787,246454000,21.0
31788,422232000,29.0
31790,343722000,43.0
31791,704213000,27.0
31792,704213000,56.0
31793,504363000,9.0
31794,558462000,7.0
31795,604189000,55.0
31796,102275000,53.0
31797,102275100,53.0
31798,362230000,39.0
31800,514538000,9.0
31801,514538000,14.0
31802,548100000,7.0
31803,606290000,55.0
31804,600207000,55.0
31805,549549000,7.0
31806,548440000,7.0
31807,192003580,30.0
31808,192003580,46.0
31809,192003580,54.0
31810,526344000,8.0
31811,365191000,43.0
31812,399023000,55.0
31813,132217000,56.0
31814,24405300B,54.0
31815,417271000,30.0
31816,514266000,9.0
31817,514266000,14.0
31818,198463300,25.0
31819,700126000,55.0
31820,704234000,27.0
31821,704234000,56.0
31822,281033000,56.0
31823,353013000,55.0
31824,504307000,9.0
31825,241062000,24.0
31826,241062000,25.0
31827,241062000,30.0
31828,241062000,32.0
31830,307071000,35.0
31831,307071000,43.0
31832,210402000,30.0
31833,210402000,31.0
31834,250580000,55.0
31835,514263310,9.0
31836,514263310,14.0
31838,423598000,6.0
31839,318625000,36.0
31840,400691000,27.0
31841,439155000,43.0
31842,546315000,7.0
31843,141250000,25.0
31844,141250000,29.0
31845,141250000,30.0
31846,427197000,56.0
31847,370225000,43.0
31848,361781000,43.0
31849,229177000,56.0
31850,361127000,35.0
31851,361127000,39.0
31852,424076200,11.0
31853,430072000,55.0
31854,560114000,7.0
31856,297344140,56.0
31857,297338000,56.0
31858,182142000,25.0
31859,187280000,25.0
31860,187280000,36.0
31861,374129000,55.0
31862,340605000,43.0
31863,219136000,36.0
31864,430109300,55.0
31865,536027800,7.0
31866,415003100,23.0
31867,335006000,35.0
31868,335006000,36.0
31869,335006000,43.0
31870,132074500,56.0
31871,264443000,16.0
31872,131282000,29.0
31874,347108000,27.0
31875,340557000,43.0
31877,264290200,16.0
31878,264290200,17.0
31880,106287160,12.0
31881,273309000,56.0
31882,562406000,7.0
31883,219615000,36.0
31884,285307000,21.0
31885,700011000,27.0
31886,700011000,55.0
31887,122018100,21.0
31888,420561000,20.0
31889,800265000,56.0
31890,180012000,46.0
31891,324367000,35.0
31892,149001000,13.0
31893,600414000,40.0
31894,600414000,55.0
31895,244013000,54.0
31896,428088000,2.0
31898,417321000,30.0
31899,474019000,30.0
31900,560062000,7.0
31901,717163000,27.0
31903,427126300,21.0
31904,415042000,23.0
31905,415042000,30.0
31906,600341000,55.0
31907,463047700,56.0
31908,492028000,29.0
31909,492028000,30.0
31910,492028000,56.0
31911,464162000,30.0
31912,464162000,46.0
31913,318630000,36.0
31914,362205000,39.0
31915,100094000,30.0
31916,221228000,16.0
31917,221228000,21.0
31918,221228000,26.0
31919,221228000,31.0
31920,221228000,56.0
31921,405041000,56.0
31922,297122000,56.0
31923,400692000,27.0
31924,381360000,43.0
31928,368107000,55.0
31929,117221000,29.0
31930,117221000,43.0
31931,248215000,21.0
31932,528501000,8.0
31933,123460000,23.0
31934,123460000,46.0
31935,123460000,54.0
31936,552533000,7.0
31937,429317000,13.0
31938,206315600,56.0
31940,206349000,16.0
31941,206349000,21.0
31942,206349000,56.0
31944,544099000,7.0
31945,249067000,26.0
31946,249067000,29.0
31947,360099080,27.0
31948,360099080,42.0
31949,241199120,24.0
31950,241199120,25.0
31951,241199120,30.0
31952,241199120,32.0
31953,198867130,25.0
31955,510307000,11.0
31957,439075000,43.0
31958,492029000,29.0
31959,492029000,30.0
31960,492029000,56.0
31961,525530000,8.0
31962,525530000,16.0
31963,285288100,21.0
31964,601023000,40.0
31965,715768000,27.0
31966,141063000,30.0
31967,528065000,8.0
31968,396079000,55.0
31969,524418000,12.0
31970,524418000,16.0
31971,220023910,21.0
31972,374142000,55.0
31973,210486000,30.0
31974,210486000,31.0
31975,106696000,17.0
31976,710067000,27.0
31977,372057000,35.0
31978,372057000,55.0
31980,601136000,40.0
31981,439475000,43.0
31982,318799000,36.0
31983,210103000,30.0
31984,210103000,31.0
31985,318720000,36.0
31986,548361100,7.0
31988,546249000,7.0
31990,210681000,30.0
31991,380001000,27.0
31992,380001000,56.0
31994,297447100,56.0
31995,205080000,21.0
31996,313050000,43.0
31997,348805000,42.0
31998,348805000,43.0
32000,416243000,16.0
32001,416243000,19.0
32002,416243000,20.0
32003,416243000,21.0
32004,327535000,43.0
32005,156521000,29.0
32006,156469000,29.0
32007,426130000,1.0
32008,112163000,38.0
32009,451469000,26.0
32010,116234000,56.0
32012,508421000,13.0
32013,378141000,40.0
32014,378053000,40.0
32015,246003000,36.0
32016,110344000,21.0
32017,277603000,17.0
32018,463045000,56.0
32019,568071000,7.0
32020,429314000,13.0
32021,244003240,47.0
32022,492002000,26.0
32023,453012000,27.0
32024,235462100,27.0
32026,404035000,56.0
32027,427124000,21.0
32028,341083000,27.0
32029,341083000,43.0
32030,546094000,7.0
32032,205134000,21.0
32034,156349000,29.0
32035,570156000,7.0
32036,277318000,17.0
32037,475279000,30.0
32038,475279000,46.0
32039,475279000,54.0
32040,280087050,56.0
32041,367056000,43.0
32042,126683000,21.0
32043,341138000,27.0
32044,341138000,43.0
32045,600188000,55.0
32046,106014050,12.0
32047,175273000,25.0
32048,366337000,31.0
32049,366337000,38.0
32051,381315000,55.0
32052,220377000,16.0
32053,220377000,21.0
32054,271224000,27.0
32055,271224000,29.0
32056,271224000,55.0
32058,424136100,14.0
32059,454254000,21.0
32060,225096500,29.0
32061,156308600,16.0
32062,156308600,17.0
32063,156308600,21.0
32064,257019000,43.0
32065,134104200,21.0
32066,134104200,29.0
32067,134104200,30.0
32068,134104200,31.0
32069,134104200,38.0
32070,123445000,23.0
32071,123445000,46.0
32072,123445000,54.0
32073,606014000,55.0
32074,200566000,35.0
32075,128200270,55.0
32076,560255000,7.0
32077,429325000,13.0
32078,330279000,42.0
32079,330279000,43.0
32080,250363060,43.0
32081,250363060,55.0
32082,320141000,36.0
32083,425350000,29.0
32084,324414000,35.0
32085,492005000,29.0
32086,492005000,30.0
32087,297452420,56.0
32088,297180130,56.0
32089,385008000,43.0
32092,720604000,43.0
32093,131271000,56.0
32094,604533000,55.0
32095,342354000,43.0
32096,116174000,21.0
32097,116174000,56.0
32098,403353000,30.0
32099,327199000,43.0
32101,206449000,16.0
32102,206449000,21.0
32103,206449000,56.0
32104,423403000,6.0
32105,324210000,35.0
32106,362238000,39.0
32107,359278000,43.0
32108,367002000,43.0
32109,361689000,43.0
32110,241189100,24.0
32111,241189100,25.0
32112,241189100,30.0
32113,241189100,32.0
32114,307326000,43.0
32115,27315300S,56.0
32116,720630000,43.0
32117,379142010,43.0
32118,271161000,27.0
32119,271161000,29.0
32120,271161000,55.0
32121,220788000,16.0
32122,220788000,21.0
32123,315216000,43.0
32124,257392000,43.0
32125,290022000,23.0
32126,290022000,36.0
32127,530388150,7.0
32128,530388150,14.0
32129,208348000,15.0
32130,525403000,8.0
32131,525403000,16.0
32132,315289000,43.0
32133,270021100,29.0
32134,198782000,25.0
32135,139402000,2.0
32137,248681000,21.0
32140,206600000,16.0
32141,206600000,21.0
32142,206600000,56.0
32143,604267000,55.0
32144,438753000,43.0
32146,239504000,24.0
32147,239504000,25.0
32148,239504000,30.0
32149,239504000,31.0
32150,372050110,35.0
32151,385036000,43.0
32152,211070600,56.0
32153,384147000,16.0
32154,384147000,30.0
32155,384147000,46.0
32157,428348000,16.0
32158,428348000,55.0
32159,428348000,56.0
32160,307149000,43.0
32161,522168000,7.0
32162,474023000,30.0
32163,445050000,43.0
32164,501012000,17.0
32165,715712000,27.0
32167,175348000,25.0
32168,111105000,24.0
32169,714756000,35.0
32170,714756000,43.0
32171,206372000,16.0
32172,206372000,21.0
32173,206372000,56.0
32174,251167000,21.0
32176,108188000,56.0
32177,514534000,9.0
32178,514534000,14.0
32179,348014070,43.0
32180,424001850,14.0
32181,714798000,35.0
32182,714798000,43.0
32183,455337000,42.0
32186,403001000,21.0
32187,426319000,1.0
32188,379088010,43.0
32189,283093000,56.0
32190,313309000,43.0
32191,220586000,17.0
32192,220586000,21.0
32193,426522000,1.0
32194,396325000,55.0
32196,106001220,13.0
32197,239533700,24.0
32198,239533700,25.0
32199,239533700,30.0
32200,239533700,31.0
32201,424211100,14.0
32202,204286100,29.0
32203,436181000,55.0
32204,356128000,55.0
32205,562434000,7.0
32206,602032000,55.0
32207,606166000,55.0
32208,205291000,21.0
32209,600593000,55.0
32212,273348100,56.0
32213,215220000,16.0
32214,215220000,21.0
32216,362253000,39.0
32217,165009000,21.0
32218,361231000,40.0
32219,710070000,27.0
32220,525018000,8.0
32221,525018000,16.0
32223,264001310,55.0
32224,556100000,7.0
32225,139421000,2.0
32226,310263000,36.0
32229,166051000,15.0
32230,174100000,39.0
32231,238264000,19.0
32232,250210000,43.0
32233,440027000,49.0
32234,715830000,27.0
32237,148575000,20.0
32238,425384000,29.0
32240,556411000,7.0
32241,180302000,46.0
32242,187383000,25.0
32243,187383000,43.0
32244,435347000,14.0
32245,546268700,7.0
32246,422186050,29.0
32247,252186270,13.0
32248,246220000,36.0
32249,380267000,43.0
32250,370348000,43.0
32251,502418000,6.0
32252,401205000,56.0
32253,117105000,29.0
32254,117105000,43.0
32255,434191000,43.0
32256,434191000,56.0
32257,536018500,7.0
32258,416023000,30.0
32259,416023000,54.0
32260,510226000,11.0
32261,106439000,6.0
32263,434108000,43.0
32264,434108000,56.0
32265,403040000,21.0
32266,283061000,56.0
32267,427137000,56.0
32269,438662000,43.0
32270,428299100,16.0
32271,428299100,56.0
32273,392479000,30.0
32274,392479000,38.0
32275,152541000,16.0
32277,152185000,16.0
32278,429241000,40.0
32279,700060000,27.0
32280,700060000,55.0
32281,324525000,35.0
32283,126210000,21.0
32284,164119000,19.0
32285,164119000,20.0
32286,425549000,29.0
32287,126633000,21.0
32288,251129220,21.0
32291,439483000,43.0
32293,312222000,56.0
32294,398208000,43.0
32296,375254000,43.0
32297,435132000,7.0
32299,426098000,1.0
32302,180089100,46.0
32303,162360200,29.0
32305,180008300,46.0
32306,180008300,52.0
32307,514446000,9.0
32308,514446000,14.0
32309,200570000,35.0
32310,335267000,26.0
32311,335267000,35.0
32312,335267000,36.0
32313,335267000,43.0
32314,424070400,11.0
32315,362403000,39.0
32316,441040000,16.0
32317,128206260,55.0
32318,242395100,26.0
32319,242395100,29.0
32321,369047000,43.0
32322,432236000,30.0
32323,432236000,55.0
32324,226127000,26.0
32325,226127000,27.0
32326,226127000,29.0
32327,226127000,30.0
32328,229110000,56.0
32329,417534000,30.0
32330,454145000,46.0
32331,162111000,56.0
32332,204240000,29.0
32334,280834000,46.0
32335,303009610,25.0
32336,303009610,32.0
32337,303009610,46.0
32338,303009610,50.0
32339,303009610,51.0
32340,303009610,52.0
32341,303009610,54.0
32342,372050230,35.0
32344,701042000,46.0
32345,701042000,55.0
32346,198659000,25.0
32347,206326000,16.0
32348,206326000,21.0
32349,206326000,56.0
32351,242532000,26.0
32352,242532000,29.0
32353,101248000,29.0
32354,104130070,21.0
32356,181018000,21.0
32357,525251000,8.0
32358,525251000,16.0
32359,101041000,29.0
32360,568957000,7.0
32361,297063000,56.0
32363,362345000,39.0
32364,714786000,35.0
32365,714786000,43.0
32367,229120000,56.0
32368,152087000,46.0
32370,379114210,43.0
32371,160243000,56.0
32372,426495000,1.0
32373,548414000,7.0
32375,114039260,49.0
32376,137899000,21.0
32377,424165100,14.0
32378,101111000,29.0
32379,439494000,43.0
32380,604089000,55.0
32382,117109000,29.0
32383,117109000,43.0
32384,324247000,35.0
32385,250559040,55.0
32386,348180000,55.0
32387,424153100,14.0
32388,414022550,25.0
32389,285331000,21.0
32390,473044000,56.0
32391,327309000,43.0
32392,720612000,43.0
32393,429174000,40.0
32394,528053000,8.0
32396,607114000,55.0
32397,429099000,40.0
32398,436070000,55.0
32399,392444000,30.0
32400,392444000,38.0
32401,351224000,55.0
32402,148112000,19.0
32403,392420000,30.0
32404,392420000,38.0
32406,296098000,46.0
32407,442184000,2.0
32408,280093502,46.0
32409,156470000,29.0
32410,422211000,29.0
32411,303008000,25.0
32412,303008000,32.0
32413,303008000,46.0
32414,303008000,50.0
32415,303008000,51.0
32416,303008000,52.0
32417,303008000,54.0
32418,194335000,31.0
32419,222519000,16.0
32420,222519000,17.0
32421,222519000,21.0
32422,222519000,56.0
32424,252182180,11.0
32425,252606000,13.0
32428,219735000,30.0
32429,219735000,31.0
32430,219735000,38.0
32432,370450000,43.0
32434,422123000,29.0
32435,544316000,7.0
32436,514579000,9.0
32437,514579000,14.0
32438,475149000,30.0
32439,475149000,46.0
32440,475149000,54.0
32441,526307600,8.0
32442,521053000,16.0
32443,198853000,25.0
32444,326086000,43.0
32447,297184130,56.0
32448,370369000,43.0
32449,104004000,25.0
32450,205678000,21.0
32451,502012000,6.0
32452,502012000,7.0
32453,512020000,11.0
32454,522180000,7.0
32456,435308100,55.0
32457,428151000,15.0
32458,418032000,23.0
32459,418032000,30.0
32461,366332000,31.0
32462,366332000,38.0
32463,280432000,46.0
32464,423007000,6.0
32465,423007000,56.0
32466,540601000,7.0
32467,251030040,21.0
32468,126596000,21.0
32469,126596000,55.0
32471,514233500,9.0
32472,514233500,14.0
32473,418023000,23.0
32474,418023000,30.0
32475,475116000,30.0
32476,475116000,46.0
32477,475116000,54.0
32478,324076230,35.0
32479,418016000,23.0
32480,418016000,30.0
32481,506009000,14.0
32482,506009000,55.0
