app_num,year,class
15254588,2016,No
15134725,2016,No
15354782,2016,Yes
15276900,2016,No
15005092,2016,Yes
15151133,2016,Yes
15374848,2016,No
15304543,2016,No
15047649,2016,Yes
15245769,2016,No
15056587,2016,No
15277644,2016,Yes
15258436,2016,No
15030610,2016,No
15016446,2016,Yes
14417814,2016,No
15010985,2016,Yes
15138254,2016,No
15170388,2016,No
15024490,2016,Yes
15089929,2016,No
15002532,2016,No
15179272,2016,No
15033683,2016,Yes
15121367,2016,No
15315509,2016,Yes
15114108,2016,No
15269535,2016,No
15227598,2016,Yes
15085448,2016,No
14910152,2016,Yes
15317341,2016,Yes
15092060,2016,Yes
15051937,2016,No
15051812,2016,No
15384018,2016,No
15213584,2016,Yes
15250513,2016,No
15181761,2016,Yes
15010951,2016,Yes
15225296,2016,No
14993158,2016,Yes
15192984,2016,Yes
15007081,2016,No
15109554,2016,No
15126879,2016,No
15006629,2016,Yes
14997832,2016,Yes
15199242,2016,No
15279334,2016,Yes
15103912,2016,No
15139562,2016,No
15181098,2016,No
15350883,2016,No
15249461,2016,No
15235597,2016,Yes
15302564,2016,No
15231573,2016,No
15145440,2016,No
14909656,2016,No
15182124,2016,No
15089969,2016,No
15119945,2016,No
15376235,2016,No
15052900,2016,No
15200831,2016,No
15034589,2016,Yes
15067595,2016,Yes
15160276,2016,No
14910245,2016,No
15097702,2016,No
15192605,2016,No
15305536,2016,No
15290987,2016,No
15262781,2016,No
15380233,2016,No
15041640,2016,Yes
15346163,2016,Yes
15077623,2016,Yes
15094967,2016,Yes
15105423,2016,Yes
15006651,2016,No
15148677,2016,Yes
15133686,2016,Yes
15107701,2016,No
15030055,2016,No
15163615,2016,No
15222737,2016,No
15058312,2016,Yes
15048601,2016,Yes
15259568,2016,Yes
15260371,2016,Yes
15027627,2016,Yes
15013521,2016,No
15349560,2016,No
15132636,2016,No
15152939,2016,No
15331091,2016,Yes
15128602,2016,No
15386538,2016,Yes
15220105,2016,Yes
15350165,2016,Yes
15374011,2016,Yes
15179173,2016,Yes
15036872,2016,Yes
15263417,2016,Yes
15376041,2016,No
15152819,2016,Yes
15299849,2016,No
15140906,2016,Yes
15039985,2016,Yes
15163916,2016,Yes
15391026,2016,No
15236234,2016,Yes
15137741,2016,No
15102748,2016,Yes
14906014,2016,No
15294164,2016,No
15172031,2016,Yes
15122796,2016,Yes
15229275,2016,No
15059979,2016,Yes
15390475,2016,No
15042472,2016,No
15204323,2016,No
15348112,2016,No
15074817,2016,Yes
15353835,2016,Yes
15286701,2016,No
15032294,2016,No
15044227,2016,Yes
15222888,2016,No
15072803,2016,Yes
15155268,2016,Yes
15105776,2016,No
15196129,2016,No
15378254,2016,Yes
15097052,2016,No
15334000,2016,Yes
15021353,2016,Yes
15161276,2016,Yes
15101562,2016,Yes
14987913,2016,No
15145609,2016,Yes
15114969,2016,No
15106096,2016,No
15391202,2016,No
15068369,2016,Yes
15382298,2016,Yes
15029274,2016,Yes
15227670,2016,Yes
15198861,2016,No
15341180,2016,No
15270279,2016,No
15204026,2016,Yes
15209259,2016,Yes
15107338,2016,Yes
15309988,2016,No
15390152,2016,Yes
15046170,2016,No
15253295,2016,No
15161507,2016,No
15007144,2016,No
15293493,2016,No
15097074,2016,No
15227504,2016,No
15206047,2016,No
15267349,2016,Yes
15278217,2016,Yes
15102399,2016,No
15359108,2016,Yes
15231460,2016,No
14989939,2016,No
14995792,2016,No
15200502,2016,Yes
15131305,2016,Yes
15083880,2016,No
15217769,2016,Yes
15028207,2016,No
15161583,2016,No
15273011,2016,Yes
15349207,2016,Yes
15000823,2016,Yes
15070250,2016,Yes
15297758,2016,No
15178071,2016,No
15167266,2016,No
15026940,2016,Yes
15116884,2016,No
15357714,2016,No
15136196,2016,Yes
15174959,2016,No
15314495,2016,Yes
15279346,2016,No
15115163,2016,Yes
15332923,2016,No
15332816,2016,Yes
14910791,2016,Yes
15378326,2016,No
15093365,2016,No
15100724,2016,Yes
15355559,2016,Yes
15322612,2016,Yes
15254905,2016,No
14987382,2016,No
15028295,2016,No
15129080,2016,No
15313730,2016,Yes
15366071,2016,No
15076877,2016,No
15359763,2016,No
15299339,2016,Yes
15072293,2016,Yes
15080457,2016,Yes
15392184,2016,No
15219018,2016,Yes
15158678,2016,No
15196350,2016,Yes
15132534,2016,No
15025629,2016,No
15083856,2016,No
15008729,2016,Yes
15308923,2016,Yes
15187168,2016,Yes
14989481,2016,No
15195041,2016,No
15394512,2016,Yes
14902799,2016,No
15151232,2016,No
15030065,2016,No
14906554,2016,Yes
14989421,2016,No
15168199,2016,No
15019435,2016,No
14992463,2016,Yes
15143285,2016,No
15287990,2016,No
15076903,2016,No
15383152,2016,Yes
15372273,2016,Yes
15365306,2016,No
15042889,2016,Yes
15359987,2016,No
15104281,2016,Yes
15316845,2016,No
14904646,2016,No
15081755,2016,No
15115599,2016,No
15252343,2016,No
15137519,2016,No
15289539,2016,Yes
15269655,2016,Yes
15208490,2016,Yes
15239540,2016,Yes
15396148,2016,Yes
15122816,2016,No
14997565,2016,Yes
15060123,2016,Yes
15258944,2016,Yes
15039304,2016,No
15009161,2016,No
15130121,2016,No
15344331,2016,No
15095021,2016,Yes
15298996,2016,No
15089614,2016,Yes
14903577,2016,No
14903736,2016,No
15219990,2016,No
15186610,2016,Yes
15101437,2016,No
15107391,2016,no
15168904,2016,No
15252010,2016,Yes
15115493,2016,No
15258591,2016,No
15152859,2016,No
15061833,2016,No
15062859,2016,Yes
15387631,2016,Yes
15021564,2016,Yes
15338981,2016,No
15116382,2016,No
14905578,2016,No
15052584,2016,No
15358486,2016,Yes
15102249,2016,Yes
15322383,2016,No
15028635,2016,Yes
15378298,2016,Yes
15064419,2016,Yes
15051939,2016,No
15162145,2016,No
15135204,2016,Yes
15331136,2016,No
15364145,2016,Yes
15354350,2016,Yes
15234519,2016,No
15030948,2016,Yes
15296888,2016,No
15301335,2016,No
15240858,2016,No
15216004,2016,Yes
15110191,2016,Yes
15021751,2016,No
15025944,2016,Yes
15211576,2016,Yes
15147455,2016,No
15084340,2016,No
15169242,2016,Yes
15154230,2016,No
15379737,2016,No
15124233,2016,Yes
14995765,2016,No
15018949,2016,Yes
15147580,2016,No
15123121,2016,Yes
15361074,2016,No
15038036,2016,Yes
14906477,2016,No
15123039,2016,No
15136629,2016,Yes
15376786,2016,No
14911107,2016,No
15036254,2016,No
15293048,2016,No
15153880,2016,No
15260095,2016,Yes
15144928,2016,Yes
15109050,2016,Yes
15059445,2016,Yes
14911962,2016,No
15104988,2016,Yes
15166303,2016,No
15258494,2016,No
15315386,2016,No
15039267,2016,No
15057576,2016,Yes
15221257,2016,Yes
15261716,2016,Yes
15022908,2016,No
15023444,2016,No
15249682,2016,No
14903391,2016,Yes
15340650,2016,No
15363562,2016,No
15200553,2016,No
15190589,2016,No
15183864,2016,No
15298213,2016,No
15138632,2016,No
15356437,2016,No
15226742,2016,No
15129440,2016,No
15380691,2016,Yes
15264778,2016,No
15028048,2016,Yes
15177426,2016,Yes
14993826,2016,Yes
15100948,2016,No
15214139,2016,No
15107261,2016,Yes
15268249,2016,No
15339805,2016,No
15008565,2016,No
15028624,2016,Yes
15044860,2016,No
15023008,2016,No
15182049,2016,No
15217036,2016,No
15230057,2016,No
15079510,2016,No
15117624,2016,Yes
15353156,2016,No
15038035,2016,Yes
15090967,2016,No
15173831,2016,No
15176701,2016,No
15005739,2016,Yes
15349238,2016,No
15244131,2016,No
15073049,2016,Yes
15318791,2016,Yes
15303339,2016,Yes
15012383,2016,Yes
15334597,2016,No
15021394,2016,Yes
15278587,2016,No
14902575,2016,Yes
15061514,2016,No
15019640,2016,No
15310813,2016,Yes
15291600,2016,No
15345442,2016,No
15285363,2016,No
15367981,2016,No
15146207,2016,No
15298194,2016,Yes
15142537,2016,No
15057282,2016,No
15073545,2016,No
15135717,2016,No
15104566,2016,No
15206766,2016,No
15247346,2016,No
15363493,2016,No
15027533,2016,No
15298826,2016,No
15102790,2016,No
15165946,2016,No
15382147,2016,No
15095570,2016,No
15126695,2016,No
15317548,2016,No
15044434,2016,No
15254564,2016,No
15125181,2016,Yes
15074719,2016,No
15023765,2016,No
15177953,2016,Yes
15281089,2016,No
15188064,2016,No
15114727,2016,No
15284902,2016,Yes
15078042,2016,Yes
15191449,2016,No
15303949,2016,Yes
15337926,2016,No
15286694,2016,No
15317401,2016,Yes
15027235,2016,No
14904223,2016,No
15102486,2016,No
15312456,2016,No
15336826,2016,No
15233859,2016,Yes
15352652,2016,No
15321359,2016,No
15134782,2016,Yes
15108044,2016,No
15070573,2016,No
15307088,2016,Yes
14228479,2014,No
14232310,2014,Yes
14502496,2014,Yes
14571286,2014,No
14321969,2014,No
14477098,2014,No
14260126,2014,Yes
13261808,2014,No
14249966,2014,Yes
14283908,2014,No
14337279,2014,No
14516603,2014,Yes
14166914,2014,No
14512337,2014,No
14174508,2014,No
14233674,2014,No
14192960,2014,Yes
14231456,2014,No
14237366,2014,No
14332128,2014,Yes
14329543,2014,Yes
14499216,2014,Yes
14211572,2014,No
14157415,2014,Yes
14241776,2014,No
14412103,2014,No
14454701,2014,Yes
14182573,2014,No
14189893,2014,Yes
14130782,2014,Yes
14311489,2014,No
14574275,2014,Yes
14310092,2014,No
14551885,2014,No
14377522,2014,Yes
14210162,2014,No
14454708,2014,No
14246867,2014,No
14255557,2014,Yes
14379108,2014,No
14535573,2014,No
14289081,2014,No
14156569,2014,Yes
14304420,2014,Yes
14180296,2014,Yes
14444558,2014,No
14475298,2014,Yes
14373102,2014,No
14444064,2014,No
14474175,2014,No
14273265,2014,Yes
14223192,2014,Yes
14368632,2014,No
14351337,2014,No
14379935,2014,No
14523881,2014,No
14495549,2014,No
14283377,2014,Yes
14383863,2014,Yes
14332835,2014,Yes
14570909,2014,No
14175731,2014,Yes
13983755,2014,Yes
14227383,2014,No
14541994,2014,No
14263119,2014,Yes
14549749,2014,No
14155275,2014,No
14454839,2014,No
14281516,2014,Yes
14446830,2014,Yes
14174699,2014,Yes
14195034,2014,No
14527939,2014,Yes
14513346,2014,No
14320364,2014,Yes
14448388,2014,Yes
14251603,2014,No
14187982,2014,No
14492830,2014,No
14401018,2014,Yes
14394959,2014,Yes
14173956,2014,No
14553506,2014,Yes
14253700,2014,No
14259861,2014,Yes
14157403,2014,Yes
14445657,2014,No
14315301,2014,Yes
14188127,2014,No
14229805,2014,No
14322151,2014,No
14351351,2014,No
14257264,2014,Yes
14498309,2014,No
14355982,2014,No
14248645,2014,No
14200364,2014,No
14265869,2014,No
14464345,2014,Yes
14326634,2014,No
14189021,2014,No
14336556,2014,No
14520890,2014,No
14394600,2014,No
14397521,2014,Yes
14394278,2014,No
14335727,2014,No
14489729,2014,No
14186315,2014,No
14377413,2014,No
14379889,2014,No
14282670,2014,No
14412435,2014,No
14261095,2014,No
14446270,2014,Yes
14538040,2014,No
14233967,2014,No
14259113,2014,No
14323663,2014,Yes
14382137,2014,No
14403410,2014,Yes
14583082,2014,Yes
14304463,2014,Yes
14453233,2014,Yes
14192544,2014,Yes
14253227,2014,No
14396022,2014,No
14356540,2014,No
14252450,2014,No
14314649,2014,No
14336168,2014,No
14335199,2014,No
14259752,2014,No
14451796,2014,No
14346316,2014,No
14567117,2014,No
14350141,2014,No
14572149,2014,No
14228519,2014,Yes
14578079,2014,Yes
14368708,2014,No
14335555,2014,No
14499739,2014,Yes
14579871,2014,Yes
14280025,2014,Yes
14505120,2014,Yes
14148201,2014,No
14481091,2014,No
14585948,2014,No
14395746,2014,No
14241452,2014,No
14337364,2014,No
14510513,2014,No
14293593,2014,No
14355388,2014,No
14543289,2014,No
14404506,2014,No
14244052,2014,No
14506855,2014,Yes
14521296,2014,Yes
14302363,2014,No
14575749,2014,No
14179272,2014,No
14351206,2014,Yes
14506514,2014,No
14290519,2014,No
14292160,2014,No
14336880,2014,No
14568729,2014,No
14455683,2014,Yes
14199943,2014,No
14572162,2014,No
14362406,2014,Yes
14350203,2014,Yes
14238488,2014,No
14582178,2014,Yes
14298968,2014,No
14339831,2014,No
14458914,2014,No
14330238,2014,No
14370943,2014,Yes
14312227,2014,Yes
14465692,2014,No
14344410,2014,No
14301119,2014,Yes
14374214,2014,Yes
14154002,2014,No
14449289,2014,No
14246786,2014,Yes
14383924,2014,No
14546953,2014,Yes
14217040,2014,Yes
14233805,2014,No
14301213,2014,Yes
14298375,2014,No
14173998,2014,No
14454678,2014,Yes
14205110,2014,No
14576832,2014,No
14204863,2014,No
14200096,2014,No
14333621,2014,No
14321207,2014,No
14511482,2014,No
14205938,2014,Yes
14305115,2014,Yes
14480500,2014,Yes
14525846,2014,Yes
14230947,2014,No
14312491,2014,No
14524775,2014,No
14506539,2014,No
14464082,2014,No
14336040,2014,Yes
14353880,2014,Yes
14376906,2014,Yes
14525173,2014,No
14507768,2014,Yes
14377637,2014,No
14475607,2014,No
14396186,2014,No
14255348,2014,No
14235248,2014,Yes
14367423,2014,Yes
14568715,2014,Yes
14455204,2014,Yes
14358805,2014,No
14518240,2014,No
14243308,2014,No
14523473,2014,No
14173157,2014,No
14386901,2014,No
14579488,2014,No
14364831,2014,No
14483469,2014,No
14520205,2014,No
14167672,2014,No
14127454,2014,Yes
14248141,2014,Yes
14511936,2014,No
14335855,2014,Yes
14445886,2014,No
14502401,2014,No
14541860,2014,No
14258103,2014,Yes
14518366,2014,No
14550790,2014,Yes
14260887,2014,No
14580413,2014,No
14404633,2014,Yes
14357961,2014,No
14323808,2014,Yes
14302166,2014,No
14152773,2014,Yes
14163147,2014,Yes
14152992,2014,No
14353739,2014,No
14323996,2014,Yes
14310945,2014,No
14185414,2014,Yes
14409013,2014,No
14388928,2014,No
14369432,2014,No
14368542,2014,Yes
14177940,2014,No
14399631,2014,No
14577048,2014,No
14252310,2014,Yes
14446322,2014,No
14548444,2014,No
14219440,2014,Yes
14570978,2014,Yes
14204840,2014,Yes
14383436,2014,No
14311845,2014,No
14341922,2014,Yes
14228580,2014,No
14378256,2014,Yes
14239438,2014,Yes
14239418,2014,Yes
14517819,2014,No
14130970,2014,No
14203892,2014,Yes
14165374,2014,Yes
14328368,2014,Yes
14245773,2014,Yes
14186080,2014,No
14309023,2014,Yes
14247682,2014,No
14540520,2014,Yes
14266083,2014,Yes
14251138,2014,No
14445773,2014,Yes
14350540,2014,No
14265735,2014,Yes
14449036,2014,Yes
14217417,2014,Yes
14390886,2014,Yes
14236640,2014,Yes
14285971,2014,No
14517494,2014,No
14310311,2014,No
14568029,2014,Yes
14459863,2014,No
14213313,2014,No
14564257,2014,Yes
14169047,2014,Yes
14260797,2014,No
14212796,2014,Yes
14290945,2014,Yes
14576744,2014,No
14404004,2014,No
14469915,2014,No
14357162,2014,Yes
14524250,2014,Yes
14383872,2014,No
14326831,2014,Yes
14466964,2014,Yes
14296046,2014,Yes
14384623,2014,No
14391819,2014,No
14585897,2014,No
14377989,2014,No
14330478,2014,No
14240477,2014,Yes
14254197,2014,No
14315038,2014,Yes
14197720,2014,No
14275057,2014,No
14215809,2014,No
14402934,2014,No
14560303,2014,Yes
14395675,2014,No
14555834,2014,No
14182420,2014,No
14241453,2014,No
14233859,2014,No
14470782,2014,Yes
14243215,2014,No
14542828,2014,Yes
14128981,2014,No
14529364,2014,No
14297382,2014,No
14527176,2014,Yes
14243523,2014,Yes
14301014,2014,No
14186358,2014,No
14315862,2014,No
14485712,2014,No
14248383,2014,No
14581404,2014,No
14296986,2014,Yes
14223972,2014,Yes
14218660,2014,No
14186002,2014,Yes
14212169,2014,No
14411500,2014,Yes
14564239,2014,No
14525020,2014,Yes
14473486,2014,Yes
14557182,2014,No
14307998,2014,No
14502470,2014,No
14252813,2014,No
14407991,2014,No
14506077,2014,No
14407851,2014,No
14482250,2014,No
13817101,2014,No
14172084,2014,No
14465812,2014,Yes
14373068,2014,No
14563368,2014,No
14359799,2014,No
14201167,2014,No
14291290,2014,No
14193814,2014,Yes
14374831,2014,No
14311389,2014,Yes
14208749,2014,Yes
14331721,2014,No
14366492,2014,Yes
14253200,2014,No
14371401,2014,No
14402756,2014,No
14319143,2014,No
14394874,2014,Yes
14359113,2014,Yes
14304127,2014,No
14585819,2014,No
14396675,2014,Yes
14526086,2014,Yes
14354841,2014,No
14230901,2014,Yes
14357319,2014,No
14251595,2014,Yes
14286781,2014,No
14509931,2014,No
14386346,2014,No
14550133,2014,No
14258137,2014,Yes
14406640,2014,Yes
14117408,2014,No
14287353,2014,No
14309927,2014,No
14175864,2014,Yes
14569735,2014,Yes
14160415,2014,No
14125160,2014,Yes
14228881,2014,Yes
14576317,2014,Yes
14466175,2014,Yes
14181759,2014,No
14531170,2014,No
14505525,2014,No
14484508,2014,No
13978246,2014,No
14478587,2014,Yes
14325991,2014,Yes
14562363,2014,No
14296493,2014,No
14401433,2014,No
14191607,2014,No
14205370,2014,Yes
14408728,2014,Yes
14479748,2014,Yes
14205455,2014,Yes
14475600,2014,Yes
14452728,2014,Yes
14171101,2014,No
14204725,2014,Yes
14398954,2014,No
14519385,2014,No
14377715,2014,Yes
14474044,2014,No
14407521,2014,No
14363804,2014,Yes
14283358,2014,No
14206162,2014,No
14405247,2014,No
14367000,2014,Yes
14329748,2014,Yes
14458501,2014,No
14491384,2014,No
14412125,2014,Yes
14210122,2014,Yes
14234827,2014,Yes
14481216,2014,No
14323972,2014,No
14188561,2014,No
14571961,2014,Yes
14264960,2014,No
14341371,2014,Yes
14534593,2014,No
14507479,2014,Yes
14472715,2014,Yes
14579735,2014,Yes
14376175,2014,No
14405319,2014,Yes
14172210,2014,Yes
14493020,2014,Yes
14315861,2014,No
14339967,2014,Yes
14586229,2014,No
14466705,2014,No
14153140,2014,Yes
14347499,2014,No
14338323,2014,No
14184369,2014,Yes
14229493,2014,No
14404132,2014,No
14582548,2014,No
14517388,2014,Yes
14586887,2014,No
14301659,2014,Yes
14474650,2014,Yes
14289710,2014,Yes
14276369,2014,No
14556986,2014,No
14571089,2014,Yes
14384159,2014,No
14484796,2014,Yes
14487696,2014,Yes
14114225,2014,Yes
14330964,2014,Yes
14203918,2014,No
14307044,2014,No
14286523,2014,Yes
14254850,2014,Yes
14452889,2014,Yes
14328874,2014,Yes
14315981,2014,No
14520743,2014,Yes
14390796,2014,Yes
14538940,2014,Yes
14325037,2014,Yes
14508841,2014,Yes
14389634,2014,No
14370095,2014,No
14401702,2014,Yes
14309472,2014,Yes
14153627,2014,Yes
14498621,2014,No
14347020,2014,No
14131513,2014,No
14374555,2014,Yes
14473163,2014,No
14153227,2014,No
14149806,2014,Yes
14249625,2014,No
14205311,2014,Yes
14391955,2014,Yes
14384482,2014,No
14328575,2014,Yes
14116692,2014,No
14262746,2014,No
14451099,2014,No
14586775,2014,Yes
14206260,2014,Yes
14341953,2014,Yes
14301889,2014,No
14383151,2014,No
14238004,2014,No
14377684,2014,Yes
14316773,2014,Yes
14342426,2014,Yes
14218483,2014,No
14203080,2014,Yes
14291938,2014,No
14543320,2014,No
14311123,2014,No
14446658,2014,Yes
14340286,2014,Yes
14554422,2014,No
14206202,2014,No
14464603,2014,Yes
14465758,2014,No
14122273,2014,Yes
14450694,2014,No
14382838,2014,No
14188847,2014,Yes
14281455,2014,Yes
14178806,2014,Yes
14371999,2014,No
14249460,2014,Yes
14203768,2014,No
14240117,2014,No
14398602,2014,No
14232059,2014,Yes
14232408,2014,No
14369241,2014,No
14332019,2014,Yes
14361205,2014,Yes
14188843,2014,Yes
14288590,2014,No
14400620,2014,Yes
14162119,2014,No
14371686,2014,Yes
14380167,2014,Yes
14158420,2014,Yes
14382667,2014,No
14116931,2014,No
14350641,2014,No
14202864,2014,Yes
14573501,2014,Yes
14481600,2014,Yes
14444702,2014,No
14120492,2014,No
14479775,2014,No
14308001,2014,No
14114658,2014,No
14244862,2014,No
14236960,2014,No
14322715,2014,No
14482671,2014,Yes
14580898,2014,No
14454787,2014,No
14575809,2014,No
14321719,2014,Yes
14408047,2014,Yes
14235921,2014,No
14475749,2014,No
14306950,2014,Yes
14160672,2014,Yes
14482890,2014,No
14398461,2014,No
14376192,2014,No
14201886,2014,No
14382440,2014,Yes
14236841,2014,No
14478820,2014,Yes
14412196,2014,Yes
14484643,2014,Yes
14260564,2014,No
14506817,2014,Yes
14332822,2014,Yes
14493767,2014,No
14490879,2014,No
14268322,2014,No
14161985,2014,No
14339999,2014,Yes
14269567,2014,No
14364954,2014,Yes
14501449,2014,Yes
14185606,2014,No
14363411,2014,Yes
14258038,2014,Yes
14458019,2014,No
14384709,2014,No
14352830,2014,Yes
14409370,2014,Yes
14403183,2014,No
14332259,2014,Yes
14529388,2014,No
14577039,2014,Yes
14154768,2014,No
14389902,2014,No
14555755,2014,Yes
14513708,2014,No
14249172,2014,No
14340878,2014,No
14497862,2014,No
14569952,2014,No
14235266,2014,No
14189099,2014,No
14407777,2014,No
14505296,2014,No
14278925,2014,Yes
14230628,2014,No
14256044,2014,Yes
14171097,2014,No
14361517,2014,No
14349618,2014,No
14232310,2014,No
14344747,2014,No
14551255,2014,Yes
14235307,2014,No
14532955,2014,No
14191054,2014,No
14180260,2014,No
14258191,2014,No
14233920,2014,Yes
14472961,2014,No
14169991,2014,No
14378080,2014,No
14556498,2014,Yes
14536107,2014,No
14474042,2014,Yes
14498399,2014,Yes
14301317,2014,Yes
14298689,2014,Yes
14227503,2014,No
14586357,2014,No
14411772,2014,No
14249879,2014,Yes
14173947,2014,No
14482013,2014,Yes
14444627,2014,No
14208549,2014,Yes
14365838,2014,No
14261604,2014,Yes
13261910,2014,No
14351997,2014,Yes
14147798,2014,No
14239091,2014,No
14177433,2014,No
14470377,2014,Yes
14270740,2014,No
14549940,2014,No
14475009,2014,No
14576503,2014,Yes
14526064,2014,No
14384420,2014,Yes
14167298,2014,Yes
14309616,2014,Yes
14378779,2014,Yes
14580051,2014,Yes
14568489,2014,No
14526963,2014,No
14498250,2014,No
14285233,2014,Yes
14451786,2014,No
14526155,2014,No
14552487,2014,Yes
14221297,2014,No
14578105,2014,No
14587271,2014,Yes
14260262,2014,No
14296134,2014,Yes
14480216,2014,No
14561023,2014,Yes
14209501,2014,No
14210857,2014,No
14147613,2014,Yes
14251672,2014,No
14223064,2014,Yes
14279599,2014,Yes
14540266,2014,No
14402690,2014,Yes
14280072,2014,Yes
14489603,2014,No
14127103,2014,No
14256463,2014,Yes
14249906,2014,No
14379904,2014,Yes
14398073,2014,No
14192974,2014,Yes
14385640,2014,No
14209769,2014,No
14459352,2014,No
14520496,2014,Yes
14249946,2014,Yes
14131311,2014,No
14224865,2014,No
14276253,2014,No
14554781,2014,No
14173889,2014,Yes
14503809,2014,Yes
14311038,2014,Yes
14518311,2014,Yes
14297444,2014,Yes
14200388,2014,Yes
14338511,2014,Yes
14241021,2014,No
14176817,2014,Yes
14360661,2014,Yes
14146701,2014,Yes
14534030,2014,Yes
14294400,2014,No
14216848,2014,No
14378794,2014,Yes
14129988,2014,No
14328850,2014,No
14444572,2014,No
14390581,2014,No
14570968,2014,No
14337758,2014,No
14120934,2014,No
14355829,2014,Yes
14353730,2014,Yes
14343039,2014,Yes
14566766,2014,Yes
14267668,2014,No
14289313,2014,Yes
14186258,2014,Yes
14377428,2014,No
14353023,2014,Yes
14263765,2014,Yes
14274150,2014,No
14521904,2014,No
14361847,2014,No
14556877,2014,No
14283924,2014,No
14172466,2014,Yes
14448496,2014,Yes
14511910,2014,Yes
14567749,2014,No
14176926,2014,Yes
14256466,2014,No
14264827,2014,No
14312391,2014,No
14180632,2014,No
14280462,2014,Yes
14238878,2014,No
14499772,2014,No
14479280,2014,Yes
14410003,2014,No
14366044,2014,No
14546680,2014,Yes
14157284,2014,No
14207958,2014,No
14159885,2014,Yes
14406567,2014,Yes
14238276,2014,Yes
14350928,2014,No
14396701,2014,No
14523534,2014,No
